ID unico de usuario|Calif promedio iglesias|Calif promedio resorts|Calif promedio playas|Calif promedio parques|Calif promedio teatros|Calif promedio museos|Calif promedio centros_comerciales|Calif promedio zoologicos|Calif promedio restaurantes|Calif promedio bares_pubs|Calif promedio servicios_locales|Calif promedio pizzerias_hamburgueserias|Calif promedio hoteles_alojamientos|Calif promedio juguerias|Calif promedio galerias_arte|Calif promedio discotecas|Calif promedio piscinas|Calif promedio gimnasios|Calif promedio panaderias|Calif promedio belleza_spas|Calif promedio cafeterias|Calif promedio miradores|Calif promedio monumentos|Calif promedio jardines|provincia|canton|parroquia|nombre|desc_|desc2|desc3|lat|lon
User 190|1.36|1.64|1.9|1.91|3.21|3.21|5.0|4.54|5.0|5.0|1.59|1.63|1.51|0.87|5.0|0.56|0.0|0.0|0.5|0.57|1.06|1.51|1.35|1.35|GUAYAS|DURÁN|DIVINO NIÑO|CONCATEDRAL SANTUARIO DEL DIVINO NIÑO|El Santuario del Divino Niño es un lugar de peregrinación y devoción muy apreciado por los fieles de la región. Este santuario es conocido por su ambiente acogedor y espiritual, donde las personas acuden para rezar, pedir favores y dar|gracias por los milagros recibidos. Existen espacios al aire libre para la reflexión y áreas de descanso para los peregrinos que vienen de distintas partes de la provincia. El santuario representa fe y esperanza para la comunidad local|Sin información|-2.168184|-79.834776
User 191|1.36|1.38|1.42|1.91|3.21|3.21|5.0|3.89|5.0|5.0|1.62|1.62|1.5|0.87|0.88|0.58|0.0|0.0|0.5|0.68|0.57|1.51|1.35|1.34|MANABI|MONTECRISTI|MONTECRISTI|FERIA DEL SOMBRERO DE PAJA TOQUILLA|La Feria del Sombrero se lleva a cabo durante la temporada de cruceros, se realizan demostraciones en vivo donde los artesanos realizan el proceso del tejido artesanal de elaboración de este patrimonio cultural. Además, se venden artesanías|hechas de paja toquilla, barro, madera, tagua, mimbre. La feria se localiza en el casco urbano, con vías de acceso asfaltadas. Se destacan actividades vivenciales y presentaciones en vivo, que permiten al turista conectarse con el destino.|Sin información|-1.05043|-80.66156
User 192|1.36|1.39|1.41|1.91|3.24|3.21|5.0|3.89|5.0|5.0|1.62|1.62|1.5|0.87|0.87|0.57|0.0|0.0|0.0|0.54|1.06|1.38|1.35|1.34|ESMERALDAS|ESMERALDAS|LUIS TELLO (LAS PALMAS)|ENCOCAO EN PLAYA LAS PALMAS|El atractivo se ubica en el cantón Esmeraldas, provincia de Esmeraldas. El encocao es el plato distintivo de la provincia de Esmeraldas y tiene muy buenos exponentes en Las Palmas, preparado con leche|de coco, chillangua y los mejores mariscos. De sabor dulzón y cremoso, se sirve siempre acompañado de arroz y plátano verde, ya sea en patacones o cocinado. Restaurant D' Fernando ha obtenido el gala|rdón a la mejor hueca en el Festival Mesabe 2017 por su Encocao Marinero.|0.991388|-79.658913
User 193|1.36|1.38|1.41|1.91|3.23|3.21|5.0|3.89|5.0|5.0|1.62|1.62|1.5|0.87|0.87|0.58|0.0|0.0|0.0|0.53|1.05|1.38|1.35|1.34|LOJA|LOJA|VILCABAMBA (VICTORIA)|CENTRO RECREACIONAL YAMBURARA|El Parque Recreacional Yamburara, en Yamburara Bajo. Vilcabamba. Loja. Ecuador, con clima tropical a 28°C. Dispone de áreas verdes, piscina con tobogán, zoológico, orquideario. Funciona todos los días del año de 08:00 a 18:00.|Costo de ingreso a todos los servicios: Niños hasta 12 años: $1.00 / Adultos mayores: $1,50 / Adultos: $2,00 USD. Se realizan actividades vivenciales y/o lúdicas, fotografía, natación y recreación.|Sin información|-4.26571|-79.2128
User 194|1.35|1.38|1.41|1.91|3.24|3.21|5.0|3.89|5.0|5.0|1.62|1.62|1.5|0.87|0.87|0.58|0.0|0.0|0.0|0.54|1.06|1.11|1.35|1.34|ZAMORA CHINCHIPE|EL PANGUI|PACHICUTZA|CASCADA_PACHICUTZA|La Cascada Pachicutza, parroquia Pachicutza, a 5,9 km del cantón El Pangui, Zamora Chinchipe, Ecuador, de clima húmedo tropical, oscila los 22-24°C. Es un atractivo de natural-rural, para acceder a esta cascada se puede llegar en auto,|y posteriormente se debe caminar  durante 2,4 km (45m). En el el camino se puede realizar actividades como la observación de flora y fauna existente, así mismo, se puede bañar en sus aguas cristalinas, está cascada cuenta con una altura de 50 m.|Sin información|-3.67331|-78.63066
User 195|1.35|1.38|1.41|1.91|3.24|3.21|5.0|3.89|5.0|5.0|1.62|1.62|1.49|1.59|0.74|0.59|0.0|0.0|0.0|0.53|1.06|1.11|1.35|1.34|ZAMORA CHINCHIPE|EL PANGUI|EL PANGUI|CASCADA_PAILON_DEL_PARAISO|La cascada Pailón del Paraiso está ubicado en el cantón El Pangui, Zamora Chinchipe, Ecuador. Tiene un clima húmedo tropical, su temperatura oscila entre los 22-24°C. Es un atractivo de natural-rural. Se debe escalar un|pequeño tramo hasta llegar a la cascada, en este lugar podras disfrutar de las aguas cristalinas que bajan de la montaña. Las actividades que se puede practicar son canyoning, observación de flora y fauna y bañarse en sus aguas cristalinas.|Sin información|-3.60729|-78.63283
User 196|1.35|1.38|1.9|1.91|3.23|3.21|5.0|3.89|5.0|5.0|1.62|1.62|1.49|1.59|0.74|0.59|0.0|0.0|0.0|0.62|1.06|1.1|1.35|1.34|ZAMORA CHINCHIPE|EL PANGUI|PACHICUTZA|CASCADA_SAN_ROQUE|La Cascada San Roque ubicado en el barrio del mismo nombre, en la parroquia de Pachicutza, cantón El Pangui, Zamora Chinchipe. Tiene un clima húmedo tropical, su temperatura oscila los 22-24°C. Es un atractivo de natural-rural,|Se debe  caminar durante 25 minutos para encontrar la cascada, cuya altura es de 15 metros aproximadamente. En el transcurso del recorrido podrás realizar actividades como: senderismo, observación de flora y fauna y  disfrutar de hidramasajes naturales|Sin información|-3.69124|-78.63269
User 197|1.35|1.37|1.42|1.95|3.26|3.21|5.0|3.89|5.0|5.0|1.63|1.62|1.49|1.21|0.86|0.51|0.0|0.0|0.0|0.61|0.88|1.11|1.35|1.34|ZAMORA CHINCHIPE|EL PANGUI|EL GUISME|COMUNIDAD_PAKINTZA|La comunidad Pakintza está ubicado en el barrio Pakintza, parroquia El Guismi, cantón El Pangui, Zamora Chinchipe, Ecuador. Es un atractivo cultural-rural. Muchas personas llegan a visitar para conocer sobre las costumbres y|tradiciones con las que cuenta esta comunidad, de igual modo, por los encuentros deportivos se suelen concentrar gran cantidad de personas. Entre las principales actividades que se puede realizar son la fotografía y así mismo conocer sobre la etnia Shu|Sin información|-3.55835|-78.54571
User 198|1.35|1.38|1.9|5.0|5.0|3.21|5.0|3.89|5.0|5.0|1.64|1.62|1.49|1.21|0.86|0.51|0.0|0.0|0.0|0.52|0.88|1.1|1.35|1.34|ZAMORA CHINCHIPE|EL PANGUI|TUNDAYME|COMUNIDAD_SHUAR_SAN_CARLOS|La comunidad Shuar San Carlos de Numbayme, está localizada en el barrio del mismo nombre en la parroquia Tundayme, cantón El Pangui. Es un atractivo cultural-rural, en el que se puede realizar  caminatas, senderismo, observacion de flora|y fauna, fotografìa. Para llegar al atractivo se debe acceder por una vía asfaltada de primer orden en automóvil, hasta llegar a la entrada de la comunidad. Aqui se puede conocer sobre las costumbres y tradiciones de la nacionalidad Shuar.|Sin información|-3.54361|-78.52236
User 199|1.35|1.38|1.9|5.0|1.81|3.21|5.0|3.95|5.0|5.0|5|1.59|1.49|1.21|0.86|0.6|0.0|0.0|0.0|0.51|0.88|1.09|1.35|1.34|ZAMORA CHINCHIPE|EL PANGUI|EL GUISME|COMUNIDAD_SANTIAGO_PATY|La comunidad Shuar Santiago Paty, está ubicada en el barrio del mismo nombre, en la parroquia El Guismi, cantón El Pangui, Zamora Chinchipe. Es un atractivo cultural-rural. La nacionalidad shuar se convierten en un atractivo interesante para los|visitantes que desean conocer sobre las costumbres que cuenta esta comunidad, de igual modo, por los encuentros deportivos se suelen concentrar gran cantidad de personas. Entre las actividades a realizar estan la fotografía y conocer sobre la etnia Shua|Sin información|-3.55562|-78.53905
User 200|1.35|1.56|1.91|1.91|1.79|3.21|3.22|4.53|5.0|5.0|5|1.59|1.51|1.21|0.85|0.53|0.0|0.0|0.0|0.5|0.53|1.09|1.36|1.34|ZAMORA CHINCHIPE|EL PANGUI|EL PANGUI|COMUNIDAD_SARAGURO|La comunidad  Saraguro está ubicada en el barrio San Isidro, cantón El Pangui. Tiene un clima humedo tropical, su temperatura oscila entre los 22-24°C. Es un atractivo cultural-rural. Es un lugar en el que se puede observar diferentes vistas|naturales, observación de flora y realizar fotografìas. Las costumbres y tradiciones que practican son: carnaval, semana santa y navidades y  las fiestas religiosas que practican son: 3 de mayo fiesta de la cruz y el 15 de mayo a San Isidro.|Sin información|-3.62363|-78.64053
User 201|1.38|1.55|1.91|1.91|3.23|2.28|3.22|4.53|5.0|5.0|1.64|1.59|1.59|1.65|0.85|0.61|0.0|0.0|0.0|0.56|0.52|1.08|1.36|1.34|ZAMORA CHINCHIPE|EL PANGUI|EL GUISME|CUEVA_EL_REMOLINO|La Cueva el Remolino se encuentra ubicada en el Barrio El Remolino, parroquia El Guismi, cantón El Pangui, Zamora Chinchipe, Ecuador, de clima húmedo tropical, oscila los 22-24°C. Es un atractivo de natural-rural. El atractivo está conformado por dos|cuevas, la cuales se conectan y se puede observar sus entradas como orificios en la tierra, durante el recorrido se puede observar la presencia de murciélagos, algunos insectos y arañas, así mismo se puede realizar ascenso y descenso de cueva .|Sin información|-3.59696|-78.54503
User 202|1.35|1.43|1.91|1.91|5.0|3.22|3.22|3.91|5.0|5.0|1.64|1.59|1.64|1.64|0.85|0.63|0.0|0.0|0.0|0.53|0.52|1.08|1.36|1.34|ZAMORA CHINCHIPE|EL PANGUI|EL GUISME|CUEVA_LA_ ARGELIA|La cueva La Argelia se encuentra ubicada en el barrio La Argelia, parroquia El Guismi, cantón El Pangui, Zamora Chinchipe. Tiene un clima húmedo tropical, su temperatura oscila los 22-24°C. Es un atractivo de natural-rural. La cueva es el resultado de|choque de las placas tectonicas ocurridas hace millones de años, de igual manera en la cueva se puede realizar descenso, fotografiar algunos insectos, observar las estalactitas y estalagmitas, exploración de cueva y escalada.|Sin información|-3.55398|-78.65963
User 203|1.34|1.42|1.93|1.91|1.92|3.22|3.22|3.25|5.0|5.0|1.64|1.59|1.64|1.74|0.85|0.74|0.0|0.0|0.0|0.52|0.51|1.05|1.36|1.35|ZAMORA CHINCHIPE|EL PANGUI|EL PANGUI|CUEVAS_DE_KUNKI|Las Cuevas de Kunki, ubicada en el cantón El Pangui, Zamora Chinchipe, Ecuador. Tiene un clima Húmedo-Tropical, su temperatura oscila los 22-24°C. Estas cuevas están formadas por el choque de las placas tectónicas de hace millones de años. Dentro d|cueva se puede observar las estalagmitas y estalactitas. Entre las actividades que se puede realizar es la exploración de cuevas, fotografía, y se puede observar murciélagos y algunos insectos.El ingreso es pagado de $3.00 a $4.00 en efectivo.|Sin información|-3.65096|-78.67889
User 204|1.34|1.36|1.93|1.42|1.92|1.98|3.22|4.57|5.0|5.0|5|1.59|1.63|1.72|0.85|0.72|0.51|0.0|0.0|0.0|0.51|1.04|1.36|1.35|ZAMORA CHINCHIPE|EL PANGUI|TUNDAYME|FINCA_ARQUEOLÓGICA_RUMIPULLA|La finca Arqueológica Rumipulla, se encuentra ubicada en el bario Santa Cruz, parroquia El Guismi, cantón El Pangui, Zamora Chinchipe, Ecuador. Tiene un  clima Húmedo-Tropical, su temperatura oscila entre los 22-24°C.|Es un atractivo de cultural-rural. Para llegar al atractivo se debe cruzar por una tarabita, es ideal para realizar fotografias, es necesario ir acompañado con el propietario, ya que te mostrará algunas rocas bien figuradas, y piezas de piedra antiguas|Sin información|-3.55835|-78.49666
User 205|1.34|1.35|5.0|1.41|1.92|3.23|3.22|3.99|5.0|5.0|5|1.6|1.63|1.58|0.85|5.0|0.54|0.0|0.0|0.0|0.66|1.09|1.36|1.35|ZAMORA CHINCHIPE|EL PANGUI|TUNDAYME|MONTAÑA_EL_MIRADOR|La Montaña El Mirador está ubicado en el barrio El Mirador, parroquia Tundayme, cantón El Pangui, Zamora Chinchipe, Ecuador. Es un atractivo de natural-rural. En el atractivo se puede visualizar diferentes lugares como:|Tundayme, El Pangui, Pachicutza, San Roque ,rio Zamora y el rio Quimi, del mismo modo,se puede realizar senderismo y fotografiar la abundante vegatación que es el habitad de muchas aves e insectos.|Sin información|-3.56643|-78.51663
User 206|1.34|1.35|1.38|1.41|1.92|1.95|3.23|3.24|5.0|5.0|5|1.6|1.63|1.58|0.86|0.86|0.55|0.0|0.0|0.0|0.66|1.09|1.09|1.37|ZAMORA CHINCHIPE|EL PANGUI|EL PANGUI|ORQUIDEARIO_ECUAGENERA|El Orquidiario Ecuagenera se encuentra ubicada en el cantón El Pangui, Zamora Chinchipe, Ecuador, de clima húmedo tropical, oscila los 22-24°C. Es un atractivo de cultural-rural. En el orquideario se puede observar  1000 especies de orquideas,|la empresa específicamente se dedica al cultivo y producción de las orquídeas. De igual forma  el turista puede fotografiar algunas especies, caminar por las diferentes secciones,  comprar y observar las orquideas.|Sin información|-3.6349|-78.59432
User 207|1.34|1.35|1.63|1.91|1.93|1.83|3.23|3.24|5.0|5.0|5|1.61|1.61|1.58|0.87|0.79|0.57|0.0|0.0|0.0|0.59|5.0|1.09|1.36|ZAMORA CHINCHIPE|EL PANGUI|EL PANGUI|ORQUIDEARIO_FLOPLAYA|El Orquidiario Floplaya se encuentra ubicada en el barrio El Paraíso, del cantón El Pangui, Zamora Chinchipe, Ecuador. Tiene un clima húmedo tropical, su temperatura oscila entre los 22-24°C. Es un atractivo de cultural-rural.|Para llegar a este atractivo es necesario ir en automóvil durante 15 minutos, en el orquideario se puede observar  la gran variedad de especies de flora nativas del cantón, las actividades que se puede realizar son la fotografia y compra de orquídeas.|Sin información|-3.6123|-78.62402
User 208|1.34|1.36|1.58|1.92|1.93|1.77|3.23|5.0|3.92|5.0|5|1.63|1.61|1.49|1.58|0.79|0.58|0.0|0.0|0.0|0.57|5.0|1.08|1.35|PASTAZA|PASTAZA|PUYO|CATEDRAL DE PUYO|La Catedral de Puyo, es conocida también como la Catedral de Nuestra Señora de Pompeya, se ubica en el barrio central 12 de Mayo, constituye un templo que sigue el rito romano o latino|y es sede del Vicariato Apostólico de Puyo.  Su construcción tardó 4 años, tiene un estilo propio en el que sobresalen vitrales, fue inaugurada el 10 de mayo de 1972, por el Obispo Alberto Zambrano Palacios.|Sin información|-1.4855886|-77.9965
User 209|1.34|1.35|1.57|1.92|5.0|1.76|3.23|5.0|4.01|3.92|5|1.63|1.59|1.58|1.2|0.85|0.58|0.0|0.0|0.0|0.0|0.51|1.07|1.35|PASTAZA|PASTAZA|PUYO|PARQUE CENTRAL 12 DE MAYO|El Parque Central 12 de mayo, ubicado en la calle 10 de Agosto, frente a la Catedral de Puyo, es un espacio de recreación en cuyo interior se puede apreciar vegetación popia de la zona, sitios de descanso, elemenos decorativos,|juegos infantiles para las nuevas generaciones.|Sin información|-1.485541|-77.996717
User 210|1.34|1.35|1.57|1.92|1.92|1.83|3.23|4.36|4.0|5.0|5|1.63|1.59|1.58|1.2|0.84|0.58|0.0|0.0|0.0|0.0|0.51|1.04|1.35|PASTAZA|PASTAZA|PUYO|MUSEO DE LA FE|El Museo de la Fe, se encuentra ubicado en la parte baja del Vicariato apostólico de Puyo, en la calle 10 de Agosto, este sitio cuenta con 4 salas, en cuyo recorrido se evidenca la historia de la fé en Pastaza, maniene en exhibición una|colección de fotografías antiguas, objetos ornamentales, litúrgicos, aparatos utilizados como medios de comunicación antiguamente, documentos  históricos entre los que se destaca la carta de Fray Álvaro Valladares que promueve la Fundación de Puyo|Sin información|-1.485376|-77.99621
User 211|1.34|1.35|1.55|1.92|1.93|5.0|2.14|3.26|3.92|3.92|5|1.63|1.59|1.58|1.2|0.84|0.62|0.0|0.0|0.0|0.54|0.5|1.03|1.36|PASTAZA|PASTAZA|PUYO|MUSEO ETNO-ARQUEOLÓGICO MUNICIPAL DE PASTAZA (MEMPA)|El Museo Etno-Arqueológico Municipal de Pastaza, se encuentra ubicado en el centro de Puyo, en la calle 9 de Octubre y calle Atahualpa, este exhibe piezas arqueológicas amazónicas de diferentes periodos de la historia,|así también objetos utilitarios, material etnográfico que representa la cosmovisión y cultura de las diferentes nacionalidades indígenas que habitan en la provincia de Pastaza (Kichwa, Shuar, Achuar, Sapara, Andwa, Waodani y Shiwiar).|Sin información|-1.486912|-77.997842
User 212|1.34|1.35|1.55|1.93|1.92|1.84|2.13|4.35|3.92|3.92|5|1.63|1.59|1.63|1.2|0.84|0.59|0.0|0.0|0.0|0.0|0.0|1.03|1.36|ESMERALDAS|ESMERALDAS|LUIS TELLO (LAS PALMAS)|PUERTO PESQUERO ARTESANAL DE ESMERALDAS|El atractivo se ubica en el cantón Esmeraldas, provincia de Esmeraldas. El Puerto Pesquero Artesanal, con el mayor volumen de pesca, se constituye como una obra de infraestructura portuaria y de servi|cios complementarios. El clima permite las actividades de pesca durante todo el año. Desde aquí parten embarcaciones para recorridos turísticos como paseos en el estuario del rio Esmeraldas o avistami|ento de ballenas. Sus muelles son aptos para el zarpe a la pesca deportiva.|0.985504|-79.646228
User 213|1.34|1.35|1.55|1.93|1.92|1.95|3.24|4.35|3.92|3.92|5|1.63|1.59|1.63|1.2|0.84|0.59|0.0|0.0|0.0|0.0|0.5|1.03|1.36|ZAMORA CHINCHIPE|EL PANGUI|EL PANGUI|ORQUIDEARIO_MUNDIFLORA|El Orquidiario Mundiflora se encuentra ubicado en el barrio Santa Rita, cantón El Pangui, Zamora Chinchipe, Ecuador, tiene un clima húmedo tropical, su temperatura oscila los 22-24°C. Es un atractivo de cultural-rural. En el orquideario se puede obser|1500 variedades y un total de 300000 plantas, y entre las que más exporta son las plantas de la familia follaje. Las actividades que se puede realizar en el atractivo son: fotografía, caminata y compra de orquidea. El ingreso es gratuito.|Sin información|-3.65289|-78.59037
User 214|1.34|1.35|1.55|1.92|1.92|1.84|2.09|4.35|3.92|3.92|5|1.63|1.59|1.63|1.2|0.84|0.59|0.0|0.0|0.0|0.0|0.5|1.04|1.36|ZAMORA CHINCHIPE|EL PANGUI|EL PANGUI|PARQUE LA BOA|El Parque La Boa está ubicado en el centro urbano del cantón El Pangui, provincia de Zamora Chinchipe. El nombre del atractivo se debe a que Panki en shuar significa boa, por esta razón en el centro del parque hay un monumento a este reptil.|En el atractivo se puede ser partìcipes de los eventos gastronómicos, exposiciones de orquideas, eventos por aniversario del cantón, hacer suso de los juegos infantiles, caminatas y fotografiar la parte cultural que rodea a este atractivo.|Sin información|-3.63025|-78.58882
User 215|1.34|1.35|1.56|1.93|1.92|1.84|2.1|4.35|3.92|3.92|5|1.63|1.59|1.63|1.2|0.84|0.62|0.0|0.0|0.0|0.55|0.5|1.04|1.36|ZAMORA CHINCHIPE|EL PANGUI|EL PANGUI|PARQUE_CENTRAL|El Parque Central del cantón El Pangui se encuentra ubicado en la parte central del cantón, en la provincia Zamora Chinchipe. Tiene un clima húmedo tropical. Este Parque lugar en donde se puede realizar caminatas, actividades sociales,|fotografìar representaciones culturales e interactuar con personas de distintas etnias. Es destinado para realizar juegos infantiles, tiene una  una representación de una cascada artificial y un escenario para presentaciones artísticas y culturales.|Sin información|-3.62555|-78.58784
User 216|1.34|1.35|1.57|1.93|1.93|5.0|2.1|4.35|3.92|3.92|5|1.63|1.58|1.62|1.2|0.84|0.61|0.0|0.0|0.0|0.0|0.5|1.04|1.37|ZAMORA CHINCHIPE|EL PANGUI|EL GUISME|RESERVA_NATURAL_LOS_HACHALES|La Reserva Natural Los Hachales, ubicado en El Guismi, El Pangui, Zamora Chinchipe, Ecuador, de clima Húmedo-Tropical, oscila los 22-24°C. Es un atractivo de natural-rural. Los Hachales está catalogado como una reserva natural en el Ecuador.|Se puede realizar las caminatas por el bosque inundado, observación de flora: Seibo, Guabilla de mono, Helechos, Vainilla, y la observación de Fauna: Boas, Yamala, Muquinde, Tortuga los Hachales. El ingreso es libre.|Sin información|-3.59361|-78.54764
User 217|1.35|1.36|1.56|1.93|1.93|5.0|2.03|4.34|3.92|3.91|5|1.62|1.58|1.62|1.19|0.83|0.62|0.0|0.0|0.0|0.0|0.51|1.04|1.37|ZAMORA CHINCHIPE|EL PANGUI|EL GUISME|RÍO_QUIMI|EL Río Quimi, ubicado en el barrio Valle del Quimi de la parroquia Tundayme, cantón El Pangui, Zamora Chinchipe. Tiene un clima húmedo tropical, su temperatura oscila los 24 a 26°C. Es un atractivo de fácil acceso en el que se puede realizar caminat|s por sus pequeñas playas, el puente colgante el Quimi, bañarse en sus aguas de color marrón y fotografiar la abundante vegetacion natural que albertga en sus alrrededores. Este río es conector entre algunos sectores.|Sin información|-3.53863|-78.45623
User 218|1.36|1.36|1.58|1.94|1.93|5.0|1.9|3.25|3.91|3.91|5|1.62|1.57|1.61|1.19|0.83|0.62|0.0|0.0|0.0|0.0|0.51|0.55|1.5|PICHINCHA|SAN MIGUEL DE LOS BANCOS|MINDO|CASCADA ONDINAS|La Cascada Ondinas  forma parte del Santuario de Cascadas, se puede llegar a este sitio atravesando por una tarabita de montaña de 530mts de largo y después se realiza una caminata de 45 minutos a través de un sendero.|En este lugar se puede practicar natación en las cristalinas aguas del río Nambillo, disfrutar de la floray fauna en la  espesa vegetación única del Bosque Nublado de Mindo.|Sin información|-0.082774|-78.764307
